image_id,target_ar,decision_type,selected_k,delta_improve_vs_baseline,teacher_backend,teacher_confidence,validator_note,baseline_used_candidate_id
bigstock_image_169049345,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_1213989649,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_1213989649,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1213989649,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_1213989649,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
sstk_image_1213989649,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
bigstock_image_41357797,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
bigstock_image_41357797,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
bigstock_image_41357797,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
bigstock_image_41357797,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
bigstock_image_41357797,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_2147352633,1:1,keep_full,3,0.0,qwen25_vl,1.0,,1x1_g12x12_smx2_i0004
sstk_image_2147352633,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
sstk_image_2147352633,16:9,crop,3,0.0,qwen25_vl,0.7993509999999997,,16x9_g12x12_steach_cacnet_jit0_20_i0005
sstk_image_2147352633,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smx1_i0003
sstk_image_2147352633,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
pond5_image_227026033,1:1,crop,5,0.0,qwen25_vl,0.9530440000000002,,1x1_g12x12_smaxc_i0001
pond5_image_227026033,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
pond5_image_227026033,16:9,crop,5,0.0,qwen25_vl,0.8897859999999991,,16x9_g12x12_smaxc_i0001
pond5_image_227026033,3:4,keep_full,3,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
pond5_image_227026033,4:3,keep_full,4,0.0,qwen25_vl,0.5766450000000001,,4x3_g12x12_smaxc_i0001
sstk_image_1138969595,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_1138969595,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1138969595,16:9,crop,5,0.0,qwen25_vl,0.542103,,16x9_g12x12_steach_cacnet_proj0_i0001
sstk_image_1138969595,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1138969595,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
bigstock_image_366172231,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
bigstock_image_366172231,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
bigstock_image_366172231,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
bigstock_image_366172231,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
bigstock_image_366172231,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
pond5_image_238036144,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smx1_i0003
pond5_image_238036144,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
pond5_image_238036144,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
pond5_image_238036144,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smx1_i0003
pond5_image_238036144,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smx1_i0003
sstk_image_710926222,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smx1_i0003
sstk_image_710926222,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
sstk_image_710926222,16:9,keep_full,1,0.0,qwen25_vl,0.5,,16x9_g12x12_smy0_i0002
sstk_image_710926222,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smx1_i0003
sstk_image_710926222,4:3,keep_full,1,0.0,qwen25_vl,0.5,,4x3_g12x12_smx2_i0004
bigstock_image_308420872,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
bigstock_image_308420872,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
bigstock_image_308420872,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
bigstock_image_308420872,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
bigstock_image_308420872,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_1233440836,1:1,keep_full,3,0.0,qwen25_vl,0.500416,,1x1_g12x12_smx2_i0004
sstk_image_1233440836,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx2_i0004
sstk_image_1233440836,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smy3_i0005
sstk_image_1233440836,3:4,keep_full,2,0.0,qwen25_vl,0.506203,,3x4_g12x12_smx3_i0005
sstk_image_1233440836,4:3,keep_full,2,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_2019431144,1:1,crop,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_2019431144,9:16,crop,5,0.0,qwen25_vl,0.500603,,9x16_g12x12_smaxc_i0001
sstk_image_2019431144,16:9,crop,5,0.0,qwen25_vl,0.612444,,16x9_g12x12_smy0_i0002
sstk_image_2019431144,3:4,crop,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
sstk_image_2019431144,4:3,crop,5,0.0,qwen25_vl,0.5695749999999999,,4x3_g12x12_smaxc_i0001
sstk_image_1227512164,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_1227512164,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1227512164,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_1227512164,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1227512164,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
bigstock_image_340885888,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
bigstock_image_340885888,9:16,crop,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
bigstock_image_340885888,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
bigstock_image_340885888,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
bigstock_image_340885888,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_211151680,1:1,keep_full,5,0.0,qwen25_vl,0.5169869999999999,,1x1_g12x12_smaxc_i0001
sstk_image_211151680,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_211151680,16:9,keep_full,5,0.0,qwen25_vl,0.5374140000000001,,16x9_g12x12_smaxc_i0001
sstk_image_211151680,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_211151680,4:3,keep_full,5,0.0,qwen25_vl,0.507649,,4x3_g12x12_smaxc_i0001
sstk_image_1618262308,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_1618262308,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1618262308,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_1618262308,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1618262308,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_275323250,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_275323250,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_275323250,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_275323250,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_275323250,4:3,keep_full,5,0.0,qwen25_vl,0.545515,,4x3_g12x12_smaxc_i0001
sstk_image_2206417759,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2206417759,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_2206417759,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_2206417759,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_2206417759,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_1235373856,1:1,keep_full,2,0.0,qwen25_vl,1.0,,1x1_g12x12_smx0_i0002
sstk_image_1235373856,9:16,keep_full,1,0.0,qwen25_vl,0.5,,9x16_g12x12_smx1_i0003
sstk_image_1235373856,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_1235373856,3:4,keep_full,1,0.0,qwen25_vl,0.5,,3x4_g12x12_smx0_i0002
sstk_image_1235373856,4:3,keep_full,2,0.0,qwen25_vl,1.0,,4x3_g12x12_smx0_i0002
pond5_image_45244237,1:1,keep_full,1,0.0,qwen25_vl,0.5,,1x1_g12x12_steach_cacnet_jit0_15_i0005
pond5_image_45244237,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
pond5_image_45244237,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
pond5_image_45244237,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
pond5_image_45244237,4:3,crop,5,0.0,qwen25_vl,0.6296999999999999,,4x3_g12x12_steach_cacnet_jit0_19_i0005
sstk_image_159891080,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_159891080,9:16,keep_full,1,0.0,qwen25_vl,0.5,,9x16_g12x12_smx1_i0003
sstk_image_159891080,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_159891080,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smx1_i0003
sstk_image_159891080,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_1649234749,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smy1_i0003
sstk_image_1649234749,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1649234749,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_1649234749,3:4,keep_full,2,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1649234749,4:3,crop,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
pond5_image_157591286,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
pond5_image_157591286,9:16,keep_full,3,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
pond5_image_157591286,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smy0_i0002
pond5_image_157591286,3:4,keep_full,5,0.0,qwen25_vl,0.8779190000000001,,3x4_g12x12_smx1_i0003
pond5_image_157591286,4:3,keep_full,5,0.0,qwen25_vl,0.5002789999999999,,4x3_g12x12_smaxc_i0001
sstk_image_276797471,1:1,crop,5,0.0,qwen25_vl,0.756999,,1x1_g12x12_steach_cgs_proj0_i0001
sstk_image_276797471,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_276797471,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_276797471,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_276797471,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_87183,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_87183,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_87183,16:9,keep_full,5,0.0,qwen25_vl,0.5366909999999998,,16x9_g12x12_smaxc_i0001
sstk_image_87183,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
sstk_image_87183,4:3,crop,5,0.0,qwen25_vl,0.5,,4x3_g12x12_steach_cgs_proj0_i0001
pond5_image_45894941,1:1,keep_full,1,0.0,qwen25_vl,0.5,,1x1_g12x12_smx0_i0002
pond5_image_45894941,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
pond5_image_45894941,16:9,crop,4,0.0,qwen25_vl,0.9724899999999987,,16x9_g12x12_steach_cgs_jit0_22_i0025
pond5_image_45894941,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smx1_i0003
pond5_image_45894941,4:3,keep_full,1,0.0,qwen25_vl,0.5,,4x3_g12x12_smx0_i0002
sstk_image_201383786,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_201383786,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_201383786,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smy0_i0002
sstk_image_201383786,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_201383786,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_steach_cgs_proj0_i0001
sstk_image_128194724,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_128194724,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_128194724,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_128194724,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_128194724,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
bigstock_image_289580023,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
bigstock_image_289580023,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
bigstock_image_289580023,16:9,keep_full,5,0.0,qwen25_vl,0.5255750000000001,,16x9_g12x12_smaxc_i0001
bigstock_image_289580023,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
bigstock_image_289580023,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_716361730,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_716361730,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_716361730,16:9,keep_full,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_716361730,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_716361730,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_375750586,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_375750586,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_375750586,16:9,crop,5,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_375750586,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
sstk_image_375750586,4:3,crop,5,0.0,qwen25_vl,0.9112769999999999,,4x3_g12x12_steach_cacnet_proj0_i0001
sstk_image_1226801590,1:1,crop,5,0.0,qwen25_vl,0.993113,,1x1_g12x12_smaxc_i0001
sstk_image_1226801590,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1226801590,16:9,crop,5,0.0,qwen25_vl,0.7958249999999998,,16x9_g12x12_smaxc_i0001
sstk_image_1226801590,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1226801590,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
sstk_image_389571208,1:1,keep_full,3,0.0,qwen25_vl,1.0,,1x1_g12x12_smx0_i0002
sstk_image_389571208,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
sstk_image_389571208,16:9,keep_full,1,0.0,qwen25_vl,0.5,,16x9_g12x12_smaxc_i0001
sstk_image_389571208,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smx1_i0003
sstk_image_389571208,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_2134845807,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smx2_i0004
sstk_image_2134845807,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx2_i0004
sstk_image_2134845807,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smy4_i0005
sstk_image_2134845807,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smx2_i0004
sstk_image_2134845807,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_2113453283,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2113453283,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_2113453283,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_2113453283,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_2113453283,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smx0_i0002
sstk_image_2075797507,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2075797507,9:16,keep_full,5,0.0,qwen25_vl,0.543389,,9x16_g12x12_smaxc_i0001
sstk_image_2075797507,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_2075797507,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_2075797507,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
pond5_image_83259848,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
pond5_image_83259848,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
pond5_image_83259848,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
pond5_image_83259848,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
pond5_image_83259848,4:3,crop,5,0.0,qwen25_vl,0.5467329999999999,,4x3_g12x12_smaxc_i0001
sstk_image_2196674707,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2196674707,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_2196674707,16:9,keep_full,5,0.0,qwen25_vl,0.728363,,16x9_g12x12_smy0_i0002
sstk_image_2196674707,3:4,keep_full,5,0.0,qwen25_vl,0.5490170000000001,,3x4_g12x12_smx1_i0003
sstk_image_2196674707,4:3,keep_full,5,0.0,qwen25_vl,0.6555319999999999,,4x3_g12x12_smaxc_i0001
sstk_image_1819231340,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_1819231340,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_1819231340,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_1819231340,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1819231340,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
pond5_image_63365040,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_steach_cgs_jit0_13_i0008
pond5_image_63365040,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
pond5_image_63365040,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_s1_i0052
pond5_image_63365040,3:4,keep_full,3,0.0,qwen25_vl,1.0,,3x4_g12x12_smy1_i0003
pond5_image_63365040,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_s2_i0050
sstk_image_1977474560,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_steach_cgs_jit0_13_i0008
sstk_image_1977474560,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1977474560,16:9,crop,1,0.0,qwen25_vl,0.5,,16x9_g12x12_s1_i0054
sstk_image_1977474560,3:4,keep_full,3,0.0,qwen25_vl,1.0,,3x4_g12x12_smy1_i0003
sstk_image_1977474560,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_s2_i0061
bigstock_image_369097984,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
bigstock_image_369097984,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
bigstock_image_369097984,16:9,keep_full,5,0.0,qwen25_vl,0.5407470000000001,,16x9_g12x12_smaxc_i0001
bigstock_image_369097984,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
bigstock_image_369097984,4:3,keep_full,5,0.0,qwen25_vl,0.5383469999999999,,4x3_g12x12_smaxc_i0001
sstk_image_1510191266,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_1510191266,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smx1_i0003
sstk_image_1510191266,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_1510191266,3:4,keep_full,3,0.0,qwen25_vl,1.0,,3x4_g12x12_smx1_i0003
sstk_image_1510191266,4:3,keep_full,3,0.0,qwen25_vl,0.5123690000000001,,4x3_g12x12_smaxc_i0001
bigstock_image_163017626,1:1,crop,5,0.0,qwen25_vl,0.5270169999999998,,1x1_g12x12_smaxc_i0001
bigstock_image_163017626,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
bigstock_image_163017626,16:9,keep_full,5,0.0,qwen25_vl,0.539909,,16x9_g12x12_smaxc_i0001
bigstock_image_163017626,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
bigstock_image_163017626,4:3,keep_full,5,0.0,qwen25_vl,0.5549040000000001,,4x3_g12x12_smaxc_i0001
sstk_image_2190001559,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_2190001559,9:16,crop,3,0.0,qwen25_vl,0.5,,9x16_g12x12_smx0_i0002
sstk_image_2190001559,16:9,crop,4,0.0,qwen25_vl,1.0,,16x9_g12x12_smy2_i0003
sstk_image_2190001559,3:4,keep_full,3,0.0,qwen25_vl,1.0,,3x4_g12x12_smx1_i0003
sstk_image_2190001559,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_1936627990,1:1,keep_full,5,0.0,qwen25_vl,0.516804,,1x1_g12x12_smaxc_i0001
sstk_image_1936627990,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1936627990,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_1936627990,3:4,keep_full,5,0.0,qwen25_vl,0.5,,3x4_g12x12_smaxc_i0001
sstk_image_1936627990,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_1115275046,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_1115275046,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1115275046,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_1115275046,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1115275046,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
sstk_image_1550297891,1:1,keep_full,5,0.0,qwen25_vl,0.5,,1x1_g12x12_smaxc_i0001
sstk_image_1550297891,9:16,crop,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
sstk_image_1550297891,16:9,keep_full,5,0.0,qwen25_vl,0.8666200000000001,,16x9_g12x12_smaxc_i0001
sstk_image_1550297891,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_1550297891,4:3,keep_full,5,0.0,qwen25_vl,0.5,,4x3_g12x12_smaxc_i0001
bigstock_image_290817367,1:1,keep_full,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smy0_i0002
bigstock_image_290817367,9:16,keep_full,5,0.0,qwen25_vl,1.0,,9x16_g12x12_smaxc_i0001
bigstock_image_290817367,16:9,crop,5,0.0,qwen25_vl,1.0,,16x9_g12x12_s1_i0024
bigstock_image_290817367,3:4,keep_full,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
bigstock_image_290817367,4:3,crop,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smy0_i0002
sstk_image_421736314,1:1,crop,5,0.0,qwen25_vl,1.0,,1x1_g12x12_smaxc_i0001
sstk_image_421736314,9:16,keep_full,5,0.0,qwen25_vl,0.5,,9x16_g12x12_smaxc_i0001
sstk_image_421736314,16:9,keep_full,5,0.0,qwen25_vl,1.0,,16x9_g12x12_smaxc_i0001
sstk_image_421736314,3:4,crop,5,0.0,qwen25_vl,1.0,,3x4_g12x12_smaxc_i0001
sstk_image_421736314,4:3,keep_full,5,0.0,qwen25_vl,1.0,,4x3_g12x12_smaxc_i0001
