source_image_id,image_route,legacy_subject_mode,routing_confidence,face_ratio,ankle_conf_max,ankle_y_norm,pose_bbox_height_ratio,lower_body_reliable,reasons,in_selected_panel,issue_type,caption,user_marked
sstk_image_1785858692,person_single_face_headshot,portrait_single,0.95,0.044664,0.933822,0.851553,0.777083,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1809133915,person_single_face_headshot,portrait_single,0.95,0.086211,0.864973,0.901343,0.924547,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1814600588,person_single_face_headshot,portrait_single,0.83,0.088835,0.959678,0.85835,0.742299,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1826726777,person_single_face_headshot,portrait_single,0.95,0.090965,0.942459,0.807333,0.588599,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1845995764,person_single_face_headshot,portrait_single,0.83,0.105781,0.733798,0.692688,0.56817,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1850877277,person_single_face_headshot,portrait_single,0.95,0.061713,0.787579,0.908844,0.839594,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1866186784,person_single_face_headshot,portrait_single,0.95,0.07964,0.906051,0.885667,0.792806,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1872512731,person_single_face_headshot,portrait_single,0.95,0.040436,0.979703,0.823576,0.826464,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_188983511,person_single_face_headshot,portrait_single,0.95,0.064665,0.941244,0.926938,0.836149,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1928258726,person_single_face_headshot,portrait_single,0.95,0.062758,0.902286,0.88176,0.746175,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1945208383,person_single_face_headshot,portrait_single,0.95,0.091479,0.939111,0.799894,0.644114,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1973850527,person_single_face_headshot,portrait_single,0.95,0.075223,0.893374,0.900087,0.754772,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_1992581912,person_single_face_headshot,portrait_single,0.95,0.062592,0.979309,0.646103,0.54823,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2000828369,person_single_face_headshot,portrait_single,0.95,0.09303,0.888929,0.820798,0.543114,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2012204216,person_single_face_headshot,portrait_single,0.91,0.091396,0.529356,0.687849,0.780259,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_206075740,person_single_face_headshot,portrait_single,0.95,0.121188,0.919691,0.896007,0.835428,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2078778229,person_single_face_headshot,portrait_single,0.95,0.071451,0.582897,0.718795,0.522592,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2080422304,person_single_face_headshot,portrait_single,0.95,0.05959,0.726017,0.757863,0.689424,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2110344065,person_single_face_headshot,portrait_single,0.95,0.087167,0.911504,0.891387,0.638055,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2135882549,person_single_face_headshot,portrait_single,0.95,0.090745,0.347757,1.0,0.854698,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2137737301,person_single_face_headshot,portrait_single,0.95,0.031532,0.904874,0.954251,0.556421,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2144457957,person_single_face_headshot,portrait_single,0.95,0.014701,0.969744,0.893683,0.666296,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2147197159,person_single_face_headshot,portrait_single,0.95,0.054924,0.900228,0.850713,0.665936,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2160764609,person_single_face_headshot,portrait_single,0.95,0.066293,0.914491,0.845983,0.598412,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2184677037,person_single_face_headshot,portrait_single,0.95,0.113239,0.501904,0.992099,0.792697,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_218472457,person_single_face_headshot,portrait_single,0.95,0.064588,0.863436,0.793587,0.789492,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_218974738,person_single_face_headshot,portrait_single,0.95,0.102209,0.979809,0.872128,0.885497,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2201395095,person_single_face_headshot,portrait_single,0.95,0.060533,0.943856,0.857304,0.623713,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2224449209,person_single_face_headshot,portrait_single,0.95,0.073817,0.918437,0.843885,0.749164,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2227663907,person_single_face_headshot,portrait_single,0.95,0.03146,0.8726,0.710225,0.630191,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2239379947,person_single_face_headshot,portrait_single,0.95,0.105595,0.905038,0.783079,0.707745,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_2261625915,person_single_face_headshot,portrait_single,0.95,0.044018,0.916215,0.773538,0.712565,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_235018003,person_single_face_headshot,portrait_single,0.95,0.121856,0.760121,0.884225,0.591598,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_256473748,person_single_face_headshot,portrait_single,0.95,0.099917,0.738665,0.945639,0.715619,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_276114329,person_single_face_headshot,portrait_single,0.95,0.0,0.839119,0.635634,0.734997,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_284612921,person_single_face_headshot,portrait_single,0.91,0.0,0.40148,0.8544,0.575451,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_296440646,person_single_face_headshot,portrait_single,0.95,0.110889,0.758271,1.0,0.998224,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_303270530,person_single_face_headshot,portrait_single,0.95,0.12899,0.645372,0.778041,0.507481,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_319923125,person_single_face_headshot,portrait_single,0.95,0.058771,0.835903,0.930076,0.809344,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_334865765,person_single_face_headshot,portrait_single,0.95,0.040207,0.603224,0.803935,0.620857,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_344064785,person_single_face_headshot,portrait_single,0.95,0.065296,0.609257,0.866688,0.850819,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_348900140,person_single_face_headshot,portrait_single,0.95,0.078665,0.918746,0.870476,0.924753,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_352749587,person_single_face_headshot,portrait_single,0.95,0.018092,0.308504,0.444026,0.925665,False,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=0,False
sstk_image_365208467,person_single_face_headshot,portrait_single,0.95,0.08618,0.863244,0.92233,0.808578,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_467314658,person_single_face_headshot,portrait_single,0.95,0.055813,0.578857,0.829052,0.640974,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_517527739,person_single_face_headshot,portrait_single,0.95,0.046078,0.739425,0.782912,0.813515,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_521581285,person_single_face_headshot,portrait_single,0.95,0.100907,0.88275,0.761625,0.834136,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_58026556,person_single_face_headshot,portrait_single,0.95,0.070831,0.95058,0.871346,0.846205,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_596991857,person_single_face_headshot,portrait_single,0.95,0.041429,0.924341,0.665045,0.468553,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_606611252,person_single_face_headshot,portrait_single,0.95,0.098282,0.657757,0.998451,0.602179,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_617532332,person_single_face_headshot,portrait_single,0.95,0.110484,0.931084,0.878429,0.847851,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_641321860,person_single_face_headshot,portrait_single,0.95,0.052908,0.925025,0.847639,0.891372,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_658594042,person_single_face_headshot,portrait_single,0.95,0.072129,0.911687,0.875782,0.701085,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_667423294,person_single_face_headshot,portrait_single,0.95,0.045042,0.951627,0.881757,0.635722,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_670114429,person_single_face_headshot,portrait_single,0.95,0.12787,0.560198,0.987444,0.910896,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_670571350,person_single_face_headshot,portrait_single,0.95,0.117322,0.756538,0.905489,0.654485,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_677219992,person_single_face_headshot,portrait_single,0.95,0.066568,0.888955,0.760967,0.644422,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_688261966,person_single_face_headshot,portrait_single,0.95,0.100007,0.529553,0.984232,0.871393,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_697251292,person_single_face_headshot,portrait_single,0.95,0.090184,0.903245,0.802392,0.599317,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_715919722,person_single_face_headshot,portrait_single,0.95,0.059769,0.93986,0.815604,0.64612,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_730883971,person_single_face_headshot,portrait_single,0.95,0.077242,0.918301,0.879442,0.777307,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_746436937,person_single_face_headshot,portrait_single,0.95,0.031765,0.92172,0.806784,0.664533,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_750021037,person_single_face_headshot,portrait_single,0.95,0.114565,0.66443,0.999022,0.664382,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_756516850,person_single_face_headshot,portrait_single,0.95,0.100354,0.942713,0.929119,0.859737,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_760055866,person_single_face_headshot,portrait_single,0.95,0.111342,0.555052,0.875273,0.739813,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_778963891,person_single_face_headshot,portrait_single,0.95,0.0196,0.894503,0.870527,0.820283,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_77931307,person_single_face_headshot,portrait_single,0.95,0.052615,0.307569,0.971541,0.89926,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_789387994,person_single_face_headshot,portrait_single,0.95,0.097191,0.539003,0.997839,0.713639,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_791649196,person_single_face_headshot,portrait_single,0.95,0.07635,0.951141,0.84372,0.815945,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_83948809,person_single_face_headshot,portrait_single,0.95,0.105557,0.88432,0.634508,0.553088,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
sstk_image_98692670,person_single_face_headshot,portrait_single,0.95,0.049909,0.980463,0.82001,0.609789,True,legacy_portrait_single;shot_face_headshot:existing_shot_type,False,image_face_headshot_with_full_body_pose,face route but lower_body=1,False
