source_image_id,image_route,legacy_subject_mode,routing_confidence,num_person,num_person_c2,person_union_area_ratio,pose_available,positive_vote_route_family_share,positive_vote_route_family_weight,reasons,in_selected_panel,issue_type,caption,user_marked
pond5_image_122121980,person_group,portrait_group,0.88,1.0,1.0,0.235147,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_122518087,person_group,portrait_group,0.99,1.0,1.0,0.50024,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_123188273,person_group,portrait_group,0.99,1.0,1.0,0.35485,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_123388680,person_group,portrait_group,0.99,1.0,1.0,0.154363,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_123966346,person_group,portrait_group,0.99,1.0,1.0,0.393019,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_124378746,person_group,portrait_group,0.99,1.0,1.0,0.401478,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_125092549,person_group,portrait_group,0.99,1.0,1.0,0.039684,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_125491487,person_group,portrait_group,0.99,1.0,1.0,0.195,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_125599929,person_group,portrait_group,0.99,1.0,1.0,0.484768,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_128366023,person_group,portrait_group,0.99,1.0,1.0,0.700737,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_128502964,person_group,portrait_group,0.99,1.0,1.0,0.314105,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_128793515,person_group,portrait_group,0.99,1.0,1.0,0.558446,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_129111749,person_group,portrait_group,0.99,1.0,1.0,0.295619,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_129112425,person_group,portrait_group,0.99,1.0,1.0,0.348666,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_130413214,person_group,portrait_group,0.99,1.0,1.0,0.354936,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_130432352,person_group,portrait_group,0.99,1.0,1.0,0.415123,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_130514935,person_group,portrait_group,0.96,1.0,1.0,0.512,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_131116118,person_group,portrait_group,0.99,1.0,1.0,0.247778,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_132222844,person_group,portrait_group,0.99,1.0,1.0,0.344817,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_132291250,person_group,portrait_group,0.99,1.0,1.0,0.277336,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_132828260,person_group,portrait_group,0.88,1.0,0.0,0.088295,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_133894560,person_group,portrait_group,0.99,1.0,1.0,0.243161,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_134141691,person_group,portrait_group,0.99,1.0,1.0,0.426795,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_134178914,person_group,portrait_group,0.99,1.0,1.0,0.264405,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_135070453,person_group,portrait_group,0.99,1.0,1.0,0.231454,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_137465229,person_group,portrait_group,0.99,1.0,1.0,0.557702,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_137781528,person_group,portrait_group,0.99,1.0,1.0,0.211793,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_140354549,person_group,portrait_group,0.99,1.0,1.0,0.1419,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_140479887,person_group,portrait_group,0.99,1.0,1.0,0.085891,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_140767339,person_group,portrait_group,0.99,1.0,1.0,0.508937,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_142799958,person_group,portrait_group,0.99,1.0,1.0,0.141837,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_143820102,person_group,portrait_group,0.99,1.0,1.0,0.34466,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_143823885,person_group,portrait_group,0.88,1.0,1.0,0.270495,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_144372181,person_group,portrait_group,0.99,1.0,1.0,0.32463,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_144830381,person_group,portrait_group,0.99,1.0,1.0,0.358808,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_145535684,person_group,portrait_group,0.99,1.0,1.0,0.337385,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_146320546,person_group,portrait_group,0.88,1.0,1.0,0.441,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_146338853,person_group,portrait_group,0.99,1.0,1.0,0.459684,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_146415034,person_group,portrait_group,0.99,1.0,1.0,0.336103,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_147844284,person_group,portrait_group,0.99,1.0,1.0,0.099412,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_148045130,person_group,portrait_group,0.99,1.0,1.0,0.474712,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_148186462,person_group,portrait_group,0.99,1.0,1.0,0.502702,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_148783640,person_group,portrait_group,0.99,1.0,1.0,0.413943,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_150131216,person_group,portrait_group,0.99,1.0,1.0,0.145318,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_150406441,person_group,portrait_group,0.99,1.0,1.0,0.19958,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_151598673,person_group,portrait_group,0.88,1.0,1.0,0.472852,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_152462551,person_group,portrait_group,0.99,1.0,1.0,0.404046,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_152824188,person_group,portrait_group,0.96,1.0,1.0,0.509697,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_153036242,person_group,portrait_group,0.99,1.0,1.0,0.55155,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_153503602,person_group,portrait_group,0.99,1.0,1.0,0.528888,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_154239008,person_group,portrait_group,0.99,1.0,1.0,0.454688,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_156543270,person_group,portrait_group,0.99,1.0,1.0,0.68907,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_156804398,person_group,portrait_group,0.99,1.0,1.0,0.262849,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_156818141,person_group,portrait_group,0.99,1.0,1.0,0.16957,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_159813800,person_group,portrait_group,0.99,1.0,1.0,0.446814,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_160873161,person_group,portrait_group,0.99,1.0,1.0,0.423148,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_162054413,person_group,portrait_group,0.99,1.0,1.0,0.220689,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_162378970,person_group,portrait_group,0.99,1.0,1.0,0.180942,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_163119044,person_group,portrait_group,0.99,1.0,1.0,0.391679,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_163391918,person_group,portrait_group,0.99,1.0,1.0,0.206151,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_164817492,person_group,portrait_group,0.99,1.0,1.0,0.03567,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_165311952,person_group,portrait_group,0.99,1.0,0.0,0.002749,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_165738102,person_group,portrait_group,0.99,1.0,1.0,0.40942,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_167079703,person_group,portrait_group,0.99,1.0,1.0,0.347442,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_167253561,person_group,portrait_group,0.99,1.0,1.0,0.499193,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_168218212,person_group,portrait_group,0.99,1.0,1.0,0.399481,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_168960423,person_group,portrait_group,0.99,1.0,1.0,0.352655,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_169681567,person_group,portrait_group,0.99,1.0,1.0,0.309733,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_189852731,person_group,portrait_group,0.99,1.0,1.0,0.189817,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_198954763,person_group,portrait_group,0.99,1.0,1.0,0.462578,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_201645047,person_group,portrait_group,0.96,1.0,1.0,0.156185,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_202794285,person_group,portrait_group,0.99,1.0,1.0,0.261736,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_205421081,person_group,portrait_group,0.99,1.0,1.0,0.200289,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_205512146,person_group,portrait_group,0.99,1.0,1.0,0.147186,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_208275721,person_group,portrait_group,0.99,1.0,1.0,0.14818,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_208275787,person_group,portrait_group,0.99,1.0,1.0,0.124032,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_218369013,person_group,portrait_group,0.99,1.0,1.0,0.133125,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_218444062,person_group,portrait_group,0.99,1.0,1.0,0.262136,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_219712521,person_group,portrait_group,0.99,1.0,1.0,0.169422,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_220337804,person_group,portrait_group,0.99,1.0,0.0,0.002267,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_221450818,person_group,portrait_group,0.99,1.0,1.0,0.191291,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_222019970,person_group,portrait_group,0.88,1.0,1.0,0.154718,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_222791754,person_group,portrait_group,0.99,1.0,1.0,0.128791,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_228385429,person_group,portrait_group,0.99,1.0,1.0,0.141324,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_229863653,person_group,portrait_group,0.99,1.0,1.0,0.031707,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_229880300,person_group,portrait_group,0.99,1.0,1.0,0.127308,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_233873120,person_group,portrait_group,0.99,1.0,1.0,0.149081,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_237005889,person_group,portrait_group,0.99,1.0,1.0,0.106079,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_245208119,person_group,portrait_group,0.99,1.0,1.0,0.073893,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_30904948,person_group,portrait_group,0.99,1.0,1.0,0.129724,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_35772462,person_group,portrait_group,0.99,1.0,1.0,0.372612,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_36892061,person_group,portrait_group,0.99,1.0,1.0,0.473619,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_42248797,person_group,portrait_group,0.96,1.0,1.0,0.496883,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_42276359,person_group,portrait_group,0.99,1.0,1.0,0.41485,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_44080317,person_group,portrait_group,0.99,1.0,1.0,0.330652,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_45645439,person_group,portrait_group,0.99,1.0,1.0,0.231184,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_53525970,person_group,portrait_group,0.99,1.0,1.0,0.484118,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_57277794,person_group,portrait_group,0.99,1.0,1.0,0.564966,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_58145860,person_group,portrait_group,0.99,1.0,1.0,0.36094,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_58767873,person_group,portrait_group,0.99,1.0,1.0,0.481154,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_59923747,person_group,portrait_group,0.99,1.0,1.0,0.271031,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_60526216,person_group,portrait_group,0.99,1.0,1.0,0.455253,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_61221162,person_group,portrait_group,0.99,1.0,1.0,0.555382,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_61222046,person_group,portrait_group,0.99,1.0,1.0,0.524783,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_62129845,person_group,portrait_group,0.99,1.0,1.0,0.380292,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_63062327,person_group,portrait_group,0.99,1.0,1.0,0.497703,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_63444974,person_group,portrait_group,0.99,1.0,1.0,0.223664,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_64176441,person_group,portrait_group,0.88,1.0,1.0,0.484504,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_64511139,person_group,portrait_group,0.99,1.0,1.0,0.435597,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_64624396,person_group,portrait_group,0.88,1.0,1.0,0.363369,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_64857560,person_group,portrait_group,0.99,1.0,1.0,0.327501,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_65621845,person_group,portrait_group,0.99,1.0,1.0,0.390517,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_66507323,person_group,portrait_group,0.99,1.0,1.0,0.267273,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_67572754,person_group,portrait_group,0.99,1.0,1.0,0.561163,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_67804888,person_group,portrait_group,0.99,1.0,1.0,0.413487,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_68502550,person_group,portrait_group,0.99,1.0,1.0,0.510437,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_68674612,person_group,portrait_group,0.99,1.0,1.0,0.054222,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_69011652,person_group,portrait_group,0.99,1.0,1.0,0.587114,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_69252112,person_group,portrait_group,0.88,1.0,1.0,0.531036,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_72363978,person_group,portrait_group,0.99,1.0,1.0,0.434567,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_74516186,person_group,portrait_group,0.99,1.0,1.0,0.288756,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_75677836,person_group,portrait_group,0.99,1.0,1.0,0.235312,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_75893893,person_group,portrait_group,0.99,1.0,1.0,0.255787,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_76021813,person_group,portrait_group,0.99,1.0,1.0,0.21957,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_76068134,person_group,portrait_group,0.99,1.0,1.0,0.407534,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_76161338,person_group,portrait_group,0.99,1.0,1.0,0.281733,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_76227602,person_group,portrait_group,0.99,1.0,1.0,0.305398,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_76356519,person_group,portrait_group,0.96,1.0,1.0,0.340054,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_76356766,person_group,portrait_group,0.99,1.0,1.0,0.18985,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_77988717,person_group,portrait_group,0.99,1.0,1.0,0.361607,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_78724231,person_group,portrait_group,0.99,1.0,1.0,0.255855,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_79441884,person_group,portrait_group,0.99,1.0,1.0,0.274753,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_83436382,person_group,portrait_group,0.99,1.0,1.0,0.512348,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_84397830,person_group,portrait_group,0.99,1.0,1.0,0.25504,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_85102566,person_group,portrait_group,0.99,1.0,1.0,0.233438,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_85301209,person_group,portrait_group,0.99,1.0,1.0,0.355824,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_86233969,person_group,portrait_group,0.99,1.0,1.0,0.33161,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_90700077,person_group,portrait_group,0.99,1.0,1.0,0.181726,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_91107667,person_group,portrait_group,0.99,1.0,1.0,0.085224,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_91959738,person_group,portrait_group,0.99,1.0,1.0,0.25691,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_92360521,person_group,portrait_group,0.99,1.0,1.0,0.141409,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_93615975,person_group,portrait_group,0.99,1.0,1.0,0.177058,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_96275694,person_group,portrait_group,0.88,1.0,1.0,0.307141,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_96391167,person_group,portrait_group,0.99,1.0,1.0,0.186973,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_96455119,person_group,portrait_group,0.99,1.0,1.0,0.519676,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_96754159,person_group,portrait_group,0.99,1.0,1.0,0.409606,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_97807463,person_group,portrait_group,0.99,1.0,1.0,0.231034,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_97900489,person_group,portrait_group,0.99,1.0,1.0,0.147238,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_98137930,person_group,portrait_group,0.99,1.0,1.0,0.346551,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_99209331,person_group,portrait_group,0.99,1.0,1.0,0.493241,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
pond5_image_99860520,person_group,portrait_group,0.99,1.0,1.0,0.447391,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1011690451,person_group,portrait_group,0.99,1.0,1.0,0.27467,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1014965764,person_group,portrait_group,0.99,1.0,1.0,0.335332,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1028131714,person_group,portrait_group,0.96,1.0,1.0,0.322587,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1029054322,person_group,portrait_group,0.99,1.0,1.0,0.008009,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1042137808,person_group,portrait_group,0.99,1.0,1.0,0.325878,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1044960058,person_group,portrait_group,0.99,1.0,1.0,0.419087,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1048961276,person_group,portrait_group,0.99,1.0,1.0,0.059972,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1052921885,person_group,portrait_group,0.99,1.0,1.0,0.393722,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1057182566,person_group,portrait_group,0.99,1.0,1.0,0.481331,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1059578717,person_group,portrait_group,0.99,1.0,1.0,0.452072,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1066650578,person_group,portrait_group,0.99,1.0,1.0,0.461469,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1075529174,person_group,portrait_group,0.96,1.0,1.0,0.363197,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1076718335,person_group,portrait_group,0.99,1.0,1.0,0.268157,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_108180926,person_group,portrait_group,0.99,1.0,1.0,0.510465,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1088381276,person_group,portrait_group,0.99,1.0,1.0,0.342821,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
sstk_image_1105762547,person_group,portrait_group,0.99,1.0,1.0,0.141822,True,0.0,0.0,legacy_portrait_group,False,image_group_with_single_person_evidence,group but num_person=1,False
