image_id,target_ar,selected_k,rank,candidate_id,source,source_group,score_final
sstk_image_754630714,9:16,5,5,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-11.505764
sstk_image_754630714,16:9,5,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.629284
sstk_image_754630714,16:9,5,2,16x9_g12x12_s4_i0039,grid,grid,-2.061368
sstk_image_754630714,16:9,5,3,16x9_g12x12_s3_i0046,grid,grid,-5.278321
sstk_image_754630714,16:9,5,4,16x9_g12x12_s2_i0054,grid,grid,-6.588359
sstk_image_754630714,16:9,5,5,16x9_g12x12_s1_i0069,grid,grid,-8.517407
sstk_image_754630714,3:4,5,1,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-4.546387
sstk_image_754630714,3:4,5,2,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.079215
sstk_image_754630714,3:4,5,3,3x4_g12x12_s2_i0024,grid,grid,-7.004391
sstk_image_754630714,3:4,5,4,3x4_g12x12_s2_i0026,grid,grid,-12.979873
sstk_image_754630714,3:4,5,5,3x4_g12x12_s2_i0027,grid,grid,-15.971859
sstk_image_754630714,4:3,5,1,4x3_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-0.627843
sstk_image_754630714,4:3,5,2,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.67753
sstk_image_754630714,4:3,5,3,4x3_g12x12_s4_i0038,grid,grid,-3.341861
sstk_image_754630714,4:3,5,4,4x3_g12x12_s1_i0074,grid,grid,-7.639921
sstk_image_754630714,4:3,5,5,4x3_g12x12_s2_i0061,grid,grid,-10.193201
sstk_image_1226801590,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.851244
sstk_image_1226801590,1:1,5,2,1x1_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-1.344357
sstk_image_1226801590,1:1,5,3,1x1_g12x12_steach_cgs_jit0_10_i0006,teacher:jitter,teacher_seed,-3.202014
sstk_image_1226801590,1:1,5,4,1x1_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-0.842448
sstk_image_1226801590,1:1,5,5,1x1_g12x12_steach_gaic_jit0_15_i0008,teacher:jitter,teacher_seed,-0.84457
sstk_image_1226801590,9:16,5,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-4.735764
sstk_image_1226801590,9:16,5,2,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-7.008049
sstk_image_1226801590,9:16,5,3,9x16_g12x12_steach_cgs_jit0_15_i0008,teacher:jitter,teacher_seed,-10.230901
sstk_image_1226801590,9:16,5,4,9x16_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-11.752079
sstk_image_1226801590,9:16,5,5,9x16_g12x12_s1_i0044,grid,grid,-15.322914
sstk_image_1226801590,16:9,5,1,16x9_g12x12_smy1_i0003,baseline_maxarea_slide,baseline,-2.18712
sstk_image_1226801590,16:9,5,2,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.482945
sstk_image_1226801590,16:9,5,3,16x9_g12x12_steach_cacnet_jit0_17_i0007,teacher:jitter,teacher_seed,-2.686086
sstk_image_1226801590,16:9,5,4,16x9_g12x12_steach_cgs_jit0_16_i0011,teacher:jitter,teacher_seed,-2.728376
sstk_image_1226801590,16:9,5,5,16x9_g12x12_steach_cacnet_jit0_18_i0006,teacher:jitter,teacher_seed,-2.798623
sstk_image_1226801590,3:4,5,1,3x4_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-1.578169
sstk_image_1226801590,3:4,5,2,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-3.305627
sstk_image_1226801590,3:4,5,3,3x4_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-5.804582
sstk_image_1226801590,3:4,5,4,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-5.80659
sstk_image_1226801590,3:4,5,5,3x4_g12x12_s2_i0048,grid,grid,-9.287938
sstk_image_1226801590,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.821528
sstk_image_1226801590,4:3,5,2,4x3_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-0.802223
sstk_image_1226801590,4:3,5,3,4x3_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-0.81347
sstk_image_1226801590,4:3,5,4,4x3_g12x12_steach_gaic_jit0_10_i0006,teacher:jitter,teacher_seed,-0.819366
sstk_image_1226801590,4:3,5,5,4x3_g12x12_steach_gaic_jit0_16_i0013,teacher:jitter,teacher_seed,-0.828552
sstk_image_2077627717,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.085111
sstk_image_2077627717,1:1,5,2,1x1_g12x12_s2_i0067,grid,grid,1.041943
sstk_image_2077627717,1:1,5,3,1x1_g12x12_sjit0_i0040,jitter,jitter,1.041346
sstk_image_2077627717,1:1,5,4,1x1_g12x12_s2_i0065,grid,grid,1.037571
sstk_image_2077627717,1:1,5,5,1x1_g12x12_s2_i0061,grid,grid,1.031288
sstk_image_2077627717,9:16,5,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.009637
sstk_image_2077627717,9:16,5,2,9x16_g12x12_sobj1_i0041,object_template,other,0.943078
sstk_image_2077627717,9:16,5,3,9x16_g12x12_s0_i0062,grid,grid,-1.080827
sstk_image_2077627717,9:16,5,4,9x16_g12x12_s0_i0060,grid,grid,-1.129276
sstk_image_2077627717,9:16,5,5,9x16_g12x12_s0_i0065,grid,grid,-3.347363
sstk_image_2077627717,16:9,5,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.087212
sstk_image_2077627717,16:9,5,2,16x9_g12x12_steach_cgs_jit0_16_i0044,teacher:jitter,teacher_seed,1.070481
sstk_image_2077627717,16:9,5,3,16x9_g12x12_s2_i0105,grid,grid,1.037652
sstk_image_2077627717,16:9,5,4,16x9_g12x12_s2_i0096,grid,grid,1.031321
sstk_image_2077627717,16:9,5,5,16x9_g12x12_s1_i0120,grid,grid,0.998866
sstk_image_2077627717,3:4,5,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.054058
sstk_image_2077627717,3:4,5,2,3x4_g12x12_steach_cgs_jit0_2_i0026,teacher:jitter,teacher_seed,1.030439
sstk_image_2077627717,3:4,5,3,3x4_g12x12_s1_i0048,grid,grid,1.029993
sstk_image_2077627717,3:4,5,4,3x4_g12x12_s1_i0049,grid,grid,1.020433
sstk_image_2077627717,3:4,5,5,3x4_g12x12_s0_i0063,grid,grid,0.991368
sstk_image_2077627717,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.105977
sstk_image_2077627717,4:3,5,2,4x3_g12x12_sjit2_i0050,jitter,jitter,1.0798
sstk_image_2077627717,4:3,5,3,4x3_g12x12_sjit0_i0056,jitter,jitter,1.05784
sstk_image_2077627717,4:3,5,4,4x3_g12x12_s3_i0081,grid,grid,1.055908
sstk_image_2077627717,4:3,5,5,4x3_g12x12_s3_i0083,grid,grid,1.054524
sstk_image_50137285,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.057917
sstk_image_50137285,1:1,5,2,1x1_g12x12_sjit2_i0026,jitter,jitter,1.02863
sstk_image_50137285,1:1,5,3,1x1_g12x12_s4_i0063,grid,grid,-0.747397
sstk_image_50137285,1:1,5,4,1x1_g12x12_steach_cacnet_jit0_9_i0004,teacher:jitter,teacher_seed,1.062583
sstk_image_50137285,1:1,5,5,1x1_g12x12_steach_cacnet_jit0_13_i0009,teacher:jitter,teacher_seed,1.060465
sstk_image_50137285,9:16,5,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-2.127831
sstk_image_50137285,9:16,5,2,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.353252
sstk_image_50137285,9:16,5,3,9x16_g12x12_s2_i0029,grid,grid,-5.387281
sstk_image_50137285,9:16,5,4,9x16_g12x12_s2_i0028,grid,grid,-5.915043
sstk_image_50137285,9:16,5,5,9x16_g12x12_s2_i0030,grid,grid,-8.394454
sstk_image_50137285,16:9,5,1,16x9_g12x12_smy1_i0003,baseline_maxarea_slide,baseline,-2.71829
sstk_image_50137285,16:9,5,2,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.924662
sstk_image_50137285,16:9,5,3,16x9_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-5.20075
sstk_image_50137285,16:9,5,4,16x9_g12x12_steach_gaic_jit0_15_i0016,teacher:jitter,teacher_seed,-3.261389
sstk_image_50137285,16:9,5,5,16x9_g12x12_steach_gaic_jit0_10_i0015,teacher:jitter,teacher_seed,-3.266833
sstk_image_50137285,3:4,5,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.010169
sstk_image_50137285,3:4,5,2,3x4_g12x12_s3_i0053,grid,grid,-2.56467
sstk_image_50137285,3:4,5,3,3x4_g12x12_s3_i0052,grid,grid,-2.939427
sstk_image_50137285,3:4,5,4,3x4_g12x12_s4_i0050,grid,grid,-3.904657
sstk_image_50137285,3:4,5,5,3x4_g12x12_s4_i0049,grid,grid,-4.261495
sstk_image_50137285,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.05633
sstk_image_50137285,4:3,5,2,4x3_g12x12_steach_cgs_jit0_18_i0017,teacher:jitter,teacher_seed,-2.440125
sstk_image_50137285,4:3,5,3,4x3_g12x12_steach_gaic_jit0_12_i0006,teacher:jitter,teacher_seed,-0.4206
sstk_image_50137285,4:3,5,4,4x3_g12x12_steach_gaic_jit0_15_i0015,teacher:jitter,teacher_seed,-0.48378
sstk_image_50137285,4:3,5,5,4x3_g12x12_steach_gaic_jit0_10_i0014,teacher:jitter,teacher_seed,-0.494343
sstk_image_1944153295,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.912457
sstk_image_1944153295,1:1,5,2,1x1_g12x12_s3_i0022,grid,grid,-1.929955
sstk_image_1944153295,1:1,5,3,1x1_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-3.284142
sstk_image_1944153295,1:1,5,4,1x1_g12x12_s3_i0023,grid,grid,-4.51779
sstk_image_1944153295,1:1,5,5,1x1_g12x12_s1_i0042,grid,grid,-5.122866
sstk_image_1944153295,9:16,5,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-6.071864
sstk_image_1944153295,9:16,5,2,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-7.327867
sstk_image_1944153295,9:16,5,3,9x16_g12x12_s0_i0033,grid,grid,-11.376486
sstk_image_1944153295,9:16,5,4,9x16_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-15.092319
sstk_image_1944153295,9:16,5,5,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-15.097419
sstk_image_1944153295,16:9,5,1,16x9_g12x12_steach_cgs_jit0_22_i0004,teacher:jitter,teacher_seed,-0.862722
sstk_image_1944153295,16:9,5,2,16x9_g12x12_steach_cgs_proj0_i0001,teacher:cgs,teacher_seed,-1.661014
sstk_image_1944153295,16:9,5,3,16x9_g12x12_sobj1_i0041,object_template,other,-0.946803
sstk_image_1944153295,16:9,5,4,16x9_g12x12_s4_i0084,grid,grid,-3.027944
sstk_image_1944153295,16:9,5,5,16x9_g12x12_s4_i0079,grid,grid,-3.034691
sstk_image_1944153295,3:4,5,1,3x4_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-2.624953
sstk_image_1944153295,3:4,5,2,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-3.580153
sstk_image_1944153295,3:4,5,3,3x4_g12x12_s1_i0032,grid,grid,-6.263276
sstk_image_1944153295,3:4,5,4,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-8.375973
sstk_image_1944153295,3:4,5,5,3x4_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-8.392116
sstk_image_1944153295,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.883439
sstk_image_1944153295,4:3,5,2,4x3_g12x12_sjit1_i0020,jitter,jitter,-1.29754
sstk_image_1944153295,4:3,5,3,4x3_g12x12_s4_i0039,grid,grid,-1.779958
sstk_image_1944153295,4:3,5,4,4x3_g12x12_s4_i0037,grid,grid,-1.798699
sstk_image_1944153295,4:3,5,5,4x3_g12x12_s3_i0044,grid,grid,-2.967046
pond5_image_169465370,1:1,5,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.045659
pond5_image_169465370,1:1,5,2,1x1_g12x12_s2_i0061,grid,grid,1.009595
pond5_image_169465370,1:1,5,3,1x1_g12x12_s2_i0065,grid,grid,1.008469
pond5_image_169465370,1:1,5,4,1x1_g12x12_s2_i0067,grid,grid,1.000648
pond5_image_169465370,1:1,5,5,1x1_g12x12_s2_i0069,grid,grid,0.994124
pond5_image_169465370,9:16,5,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,0.965794
pond5_image_169465370,9:16,5,2,9x16_g12x12_steach_cgs_jit0_14_i0019,teacher:jitter,teacher_seed,0.963501
pond5_image_169465370,9:16,5,3,9x16_g12x12_s1_i0044,grid,grid,0.955673
pond5_image_169465370,9:16,5,4,9x16_g12x12_s0_i0060,grid,grid,0.916361
pond5_image_169465370,9:16,5,5,9x16_g12x12_s0_i0062,grid,grid,0.915002
pond5_image_169465370,16:9,5,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.077852
pond5_image_169465370,16:9,5,2,16x9_g12x12_sjit1_i0053,jitter,jitter,1.02043
pond5_image_169465370,16:9,5,3,16x9_g12x12_s2_i0085,grid,grid,0.994114
pond5_image_169465370,16:9,5,4,16x9_g12x12_s2_i0096,grid,grid,0.980463
pond5_image_169465370,16:9,5,5,16x9_g12x12_s2_i0087,grid,grid,0.977334
pond5_image_169465370,3:4,5,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.003036
pond5_image_169465370,3:4,5,2,3x4_g12x12_s2_i0044,grid,grid,0.995549
pond5_image_169465370,3:4,5,3,3x4_g12x12_s1_i0050,grid,grid,0.97251
pond5_image_169465370,3:4,5,4,3x4_g12x12_s0_i0063,grid,grid,0.932777
pond5_image_169465370,3:4,5,5,3x4_g12x12_s0_i0067,grid,grid,0.929915
pond5_image_169465370,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.079375
pond5_image_169465370,4:3,5,2,4x3_g12x12_steach_cgs_jit0_12_i0040,teacher:jitter,teacher_seed,1.04751
pond5_image_169465370,4:3,5,3,4x3_g12x12_s2_i0098,grid,grid,1.00405
pond5_image_169465370,4:3,5,4,4x3_g12x12_s2_i0093,grid,grid,1.002823
pond5_image_169465370,4:3,5,5,4x3_g12x12_s1_i0117,grid,grid,0.977299
bigstock_image_337444474,1:1,5,1,1x1_g12x12_steach_gaic_jit0_13_i0010,teacher:jitter,teacher_seed,-9.549136
bigstock_image_337444474,1:1,5,2,1x1_g12x12_steach_cgs_jit0_6_i0049,teacher:jitter,teacher_seed,-13.794949
bigstock_image_337444474,1:1,5,3,1x1_g12x12_s2_i0085,grid,grid,-16.66422
bigstock_image_337444474,1:1,5,4,1x1_g12x12_steach_gaic_jit0_16_i0016,teacher:jitter,teacher_seed,-10.009754
bigstock_image_337444474,1:1,5,5,1x1_g12x12_steach_gaic_jit0_11_i0013,teacher:jitter,teacher_seed,-10.011621
bigstock_image_337444474,9:16,5,1,9x16_g12x12_smx1_i0002,baseline_maxarea_slide,baseline,-1.378707
bigstock_image_337444474,9:16,5,2,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.214771
bigstock_image_337444474,9:16,5,3,9x16_g12x12_steach_cacnet_jit0_16_i0008,teacher:jitter,teacher_seed,-2.183554
bigstock_image_337444474,9:16,5,4,9x16_g12x12_smx2_i0003,baseline_maxarea_slide,baseline,-2.19951
bigstock_image_337444474,9:16,5,5,9x16_g12x12_steach_cacnet_jit0_13_i0010,teacher:jitter,teacher_seed,-2.854297
bigstock_image_337444474,16:9,4,1,16x9_g12x12_s1_i0056,grid,grid,-31.278474
bigstock_image_337444474,16:9,4,2,16x9_g12x12_s0_i0072,grid,grid,-38.028031
bigstock_image_337444474,16:9,4,3,16x9_g12x12_s0_i0081,grid,grid,-38.031021
bigstock_image_337444474,16:9,4,4,16x9_g12x12_s0_i0063,grid,grid,-38.042328
bigstock_image_337444474,3:4,1,1,3x4_g12x12_smy1_i0003,baseline_maxarea_slide,baseline,-1.386685
bigstock_image_337444474,4:3,5,1,4x3_g12x12_steach_cgs_proj0_i0005,teacher:cgs,teacher_seed,-17.118382
bigstock_image_337444474,4:3,5,2,4x3_g12x12_s2_i0055,grid,grid,-23.077373
bigstock_image_337444474,4:3,5,3,4x3_g12x12_s1_i0061,grid,grid,-23.290118
bigstock_image_337444474,4:3,5,4,4x3_g12x12_s0_i0074,grid,grid,-32.179647
bigstock_image_337444474,4:3,5,5,4x3_g12x12_steach_cgs_jit0_12_i0008,teacher:jitter,teacher_seed,-17.628728
sstk_image_52118122,1:1,5,1,1x1_g12x12_steach_cgs_jit0_15_i0006,teacher:jitter,teacher_seed,-6.513728
sstk_image_52118122,1:1,5,2,1x1_g12x12_s3_i0041,grid,grid,-10.074087
sstk_image_52118122,1:1,5,3,1x1_g12x12_s3_i0040,grid,grid,-12.783111
sstk_image_52118122,1:1,5,4,1x1_g12x12_s1_i0049,grid,grid,-15.094632
sstk_image_52118122,1:1,5,5,1x1_g12x12_sphi0_2_i0032,phi_thirds,phi,-19.414619
sstk_image_52118122,9:16,5,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-19.540566
sstk_image_52118122,9:16,5,2,9x16_g12x12_steach_cgs_jit0_15_i0006,teacher:jitter,teacher_seed,-21.412858
sstk_image_52118122,9:16,5,3,9x16_g12x12_s0_i0027,grid,grid,-24.114462
sstk_image_52118122,9:16,5,4,9x16_g12x12_s0_i0026,grid,grid,-25.974115
sstk_image_52118122,9:16,5,5,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-27.096317
sstk_image_52118122,16:9,5,1,16x9_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-0.890641
sstk_image_52118122,16:9,5,2,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.386379
sstk_image_52118122,16:9,5,3,16x9_g12x12_steach_cgs_jit0_24_i0007,teacher:jitter,teacher_seed,-1.054347
sstk_image_52118122,16:9,5,4,16x9_g12x12_steach_cgs_jit0_17_i0011,teacher:jitter,teacher_seed,-1.333099
sstk_image_52118122,16:9,5,5,16x9_g12x12_steach_cacnet_proj0_i0003,teacher:cacnet,teacher_seed,-1.393579
sstk_image_52118122,3:4,2,1,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-14.175408
sstk_image_52118122,3:4,2,2,3x4_g12x12_s2_i0023,grid,grid,-18.905024
sstk_image_52118122,4:3,5,1,4x3_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-0.931756
sstk_image_52118122,4:3,5,2,4x3_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-1.581934
sstk_image_52118122,4:3,5,3,4x3_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-2.436421
sstk_image_52118122,4:3,5,4,4x3_g12x12_steach_cgs_jit0_14_i0010,teacher:jitter,teacher_seed,-2.502338
sstk_image_52118122,4:3,5,5,4x3_g12x12_steach_cgs_jit0_16_i0011,teacher:jitter,teacher_seed,-2.528161
sstk_image_1528364276,1:1,4,1,1x1_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-0.750031
sstk_image_1528364276,1:1,4,2,1x1_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-1.218227
sstk_image_1528364276,1:1,4,3,1x1_g12x12_sjit1_i0022,jitter,jitter,-3.199504
sstk_image_1528364276,1:1,4,4,1x1_g12x12_sjit1_i0025,jitter,jitter,-3.210574
sstk_image_1528364276,9:16,5,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-9.576568
sstk_image_1528364276,9:16,5,2,9x16_g12x12_s1_i0026,grid,grid,-13.075985
sstk_image_1528364276,9:16,5,3,9x16_g12x12_s1_i0025,grid,grid,-15.05865
sstk_image_1528364276,9:16,5,4,9x16_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-15.323996
sstk_image_1528364276,9:16,5,5,9x16_g12x12_s0_i0050,grid,grid,-16.10546
sstk_image_1528364276,16:9,5,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.948418
sstk_image_1528364276,16:9,5,2,16x9_g12x12_s4_i0034,grid,grid,-10.73053
sstk_image_1528364276,16:9,5,3,16x9_g12x12_s2_i0057,grid,grid,-13.490732
sstk_image_1528364276,16:9,5,4,16x9_g12x12_steach_cacnet_jit0_15_i0005,teacher:jitter,teacher_seed,-6.306526
sstk_image_1528364276,16:9,5,5,16x9_g12x12_steach_cacnet_jit0_10_i0004,teacher:jitter,teacher_seed,-6.317226
sstk_image_1528364276,3:4,5,1,3x4_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-5.448598
sstk_image_1528364276,3:4,5,2,3x4_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-8.618856
sstk_image_1528364276,3:4,5,3,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-10.408341
sstk_image_1528364276,3:4,5,4,3x4_g12x12_s1_i0037,grid,grid,-13.856686
sstk_image_1528364276,3:4,5,5,3x4_g12x12_steach_cacnet_jit0_10_i0005,teacher:jitter,teacher_seed,-15.798748
sstk_image_1528364276,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.733704
sstk_image_1528364276,4:3,5,2,4x3_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-0.726775
sstk_image_1528364276,4:3,5,3,4x3_g12x12_steach_cgs_jit0_23_i0005,teacher:jitter,teacher_seed,-0.73062
sstk_image_1528364276,4:3,5,4,4x3_g12x12_steach_cgs_jit0_17_i0004,teacher:jitter,teacher_seed,-1.184737
sstk_image_1528364276,4:3,5,5,4x3_g12x12_steach_cgs_jit0_16_i0009,teacher:jitter,teacher_seed,-1.325362
bigstock_image_441562499,1:1,1,1,1x1_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-6.260125
bigstock_image_441562499,9:16,5,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.068306
bigstock_image_441562499,9:16,5,2,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,1.060997
bigstock_image_441562499,9:16,5,3,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,1.05668
bigstock_image_441562499,9:16,5,4,9x16_g12x12_steach_cgs_jit0_10_i0006,teacher:jitter,teacher_seed,1.053233
bigstock_image_441562499,9:16,5,5,9x16_g12x12_steach_cgs_proj0_i0004,teacher:cgs,teacher_seed,1.052111
bigstock_image_441562499,16:9,5,1,16x9_g12x12_s1_i0027,grid,grid,-28.557024
bigstock_image_441562499,16:9,5,2,16x9_g12x12_s0_i0043,grid,grid,-34.482901
bigstock_image_441562499,16:9,5,3,16x9_g12x12_s0_i0051,grid,grid,-39.789028
bigstock_image_441562499,16:9,5,4,16x9_g12x12_s0_i0033,grid,grid,-39.797424
bigstock_image_441562499,16:9,5,5,16x9_g12x12_s0_i0052,grid,grid,-34.483152
bigstock_image_441562499,3:4,5,1,3x4_g12x12_smy1_i0002,baseline_maxarea_slide,baseline,-0.42448
bigstock_image_441562499,3:4,5,2,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.836626
bigstock_image_441562499,3:4,5,3,3x4_g12x12_s4_i0057,grid,grid,-2.67344
bigstock_image_441562499,3:4,5,4,3x4_g12x12_s3_i0065,grid,grid,-6.289272
bigstock_image_441562499,3:4,5,5,3x4_g12x12_s3_i0059,grid,grid,-6.317568
bigstock_image_441562499,4:3,5,1,4x3_g12x12_s2_i0027,grid,grid,-17.21126
bigstock_image_441562499,4:3,5,2,4x3_g12x12_s2_i0026,grid,grid,-20.899132
bigstock_image_441562499,4:3,5,3,4x3_g12x12_s0_i0047,grid,grid,-29.366367
bigstock_image_441562499,4:3,5,4,4x3_g12x12_s1_i0033,grid,grid,-24.228672
bigstock_image_441562499,4:3,5,5,4x3_g12x12_s0_i0054,grid,grid,-29.368606
sstk_image_1408812920,1:1,5,1,1x1_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-1.930255
sstk_image_1408812920,1:1,5,2,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.390176
sstk_image_1408812920,1:1,5,3,1x1_g12x12_steach_cacnet_jit0_11_i0007,teacher:jitter,teacher_seed,-2.431753
sstk_image_1408812920,1:1,5,4,1x1_g12x12_steach_cacnet_jit0_13_i0009,teacher:jitter,teacher_seed,-2.619217
sstk_image_1408812920,1:1,5,5,1x1_g12x12_steach_cgs_jit0_15_i0005,teacher:jitter,teacher_seed,-2.893699
sstk_image_1408812920,9:16,5,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-10.46566
sstk_image_1408812920,9:16,5,2,9x16_g12x12_s1_i0023,grid,grid,-15.086563
sstk_image_1408812920,9:16,5,3,9x16_g12x12_s1_i0025,grid,grid,-16.819438
sstk_image_1408812920,9:16,5,4,9x16_g12x12_s0_i0042,grid,grid,-17.55913
sstk_image_1408812920,9:16,5,5,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-17.588946
sstk_image_1408812920,16:9,3,1,16x9_g12x12_s3_i0074,grid,grid,-10.439489
sstk_image_1408812920,16:9,3,2,16x9_g12x12_s3_i0083,grid,grid,-10.465549
sstk_image_1408812920,16:9,3,3,16x9_g12x12_s3_i0078,grid,grid,-10.440327
sstk_image_1408812920,3:4,5,1,3x4_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-5.42436
sstk_image_1408812920,3:4,5,2,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.752251
sstk_image_1408812920,3:4,5,3,3x4_g12x12_smx2_i0004,baseline_maxarea_slide,baseline,-9.895649
sstk_image_1408812920,3:4,5,4,3x4_g12x12_steach_cacnet_jit0_11_i0007,teacher:jitter,teacher_seed,-5.874311
sstk_image_1408812920,3:4,5,5,3x4_g12x12_steach_cacnet_jit0_13_i0011,teacher:jitter,teacher_seed,-6.006338
sstk_image_1408812920,4:3,5,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.355311
sstk_image_1408812920,4:3,5,2,4x3_g12x12_sjit2_i0045,jitter,jitter,-5.258958
sstk_image_1408812920,4:3,5,3,4x3_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-1.342353
sstk_image_1408812920,4:3,5,4,4x3_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-1.355623
sstk_image_1408812920,4:3,5,5,4x3_g12x12_steach_cgs_jit0_15_i0005,teacher:jitter,teacher_seed,-1.547323
sstk_image_2226727825,1:1,5,1,1x1_g12x12_steach_cacnet_jit0_13_i0006,teacher:jitter,teacher_seed,-2.831289
sstk_image_2226727825,1:1,5,2,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-4.235806
sstk_image_2226727825,1:1,5,3,1x1_g12x12_steach_cacnet_jit0_11_i0009,teacher:jitter,teacher_seed,-3.172785
sstk_image_2226727825,1:1,5,4,1x1_g12x12_steach_cacnet_proj0_i0005,teacher:cacnet,teacher_seed,-3.32749
